,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,embedding_dim,num_features,log_signature,swnu_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,0.36849729278508353,0.6348903775215149,0.6345064112186092,[0.64635272 0.6226601 ],0.6345114723100979,[0.65543071 0.61359223],0.6347613843351548,[0.63752277 0.632     ],0.19406175911426543,0.7437722086906433,0.704002808988764,[0.8125     0.59550562],0.7291720154043646,[0.76097561 0.69736842],0.6955581115127616,[0.87150838 0.51960784],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.1,0.001,1,True,focal,2,False,,Conv1d,,concatenation,64,33
0,0.444050075376735,0.5958055257797241,0.5949924967583082,[0.57684631 0.61313869],0.6008637420922411,[0.63796909 0.56375839],0.5992058287795993,[0.52641166 0.672     ],0.23539396822452546,0.7224199175834656,0.6830827067669174,[0.79473684 0.57142857],0.7006218905472636,[0.75124378 0.65      ],0.6766896702815204,[0.84357542 0.50980392],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.1,0.001,12,True,focal,2,False,,Conv1d,,concatenation,64,33
0,0.5125176205354578,0.5805529356002808,0.5747056958992769,[0.62457338 0.52483801],0.5789512355029051,[0.58747994 0.57042254],0.5763333333333334,[0.66666667 0.486     ],0.20186309814453124,0.7153024673461914,0.6648777579010137,[0.79487179 0.53488372],0.6958700067704807,[0.73459716 0.65714286],0.65845108993318,[0.86592179 0.45098039],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.1,0.001,123,True,focal,2,False,,Conv1d,,concatenation,64,33
0,0.373044696800849,0.6043851375579834,0.6029070377312884,[0.62713387 0.5786802 ],0.6032115961102581,[0.61879433 0.58762887],0.6028506375227687,[0.63570128 0.57      ],0.17643482387065887,0.7864768505096436,0.7316653934300994,[0.85294118 0.61038961],0.8318357406785355,[0.75982533 0.90384615],0.7164256764158177,[0.97206704 0.46078431],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.1,0.0001,1,True,focal,2,False,,Conv1d,,concatenation,64,34
0,0.4362821859471938,0.5919923782348633,0.5915376609387395,[0.60516605 0.57790927],0.5915615113276846,[0.61308411 0.57003891],0.5917249544626594,[0.59744991 0.586     ],0.24156949818134307,0.7117437720298767,0.6771351972424359,[0.78284182 0.57142857],0.6866334873800213,[0.75257732 0.62068966],0.6725271114032205,[0.81564246 0.52941176],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.1,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,34
0,0.27437295370242176,0.6396568417549133,0.620956455905295,[0.53676471 0.70514821],0.6991149170953188,[0.82022472 0.57800512],0.6514535519125684,[0.3989071 0.904    ],0.23839612007141114,0.6548042893409729,0.6319655419181485,[0.72364672 0.54028436],0.6306539364198848,[0.73837209 0.52293578],0.6341603680578376,[0.70949721 0.55882353],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.1,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,34
0,0.5505849000285653,0.5643470287322998,0.5633549837371494,[0.58416742 0.54254254],0.5633612679905264,[0.58363636 0.54308617],0.5633497267759563,[0.58469945 0.542     ],0.17179503440856933,0.8078292012214661,0.7722989195678271,[0.8622449  0.68235294],0.8231842032587683,[0.79342723 0.85294118],0.7563807645963413,[0.94413408 0.56862745],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.1,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,35
0,0.3486182154978023,0.6129647493362427,0.6122511781029447,[0.59561753 0.62888483],0.6181337181337181,[0.65714286 0.57912458],0.6163132969034608,[0.54462659 0.688     ],0.20766467452049256,0.6797152757644653,0.6616088631984587,[0.73988439 0.58333333],0.6595493224078159,[0.76646707 0.55263158],0.6663654288531056,[0.7150838  0.61764706],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.1,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,35
0,0.3573330886223737,0.5929456949234009,0.5925665172183882,[0.58013766 0.60499537],0.5965822998955529,[0.63034188 0.56282272],0.5956703096539162,[0.53734062 0.654     ],0.2045619308948517,0.7188612222671509,0.6966728154676505,[0.77871148 0.61463415],0.6962746809206938,[0.78089888 0.61165049],0.6970916858363457,[0.77653631 0.61764706],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(128, 128)",0.1,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64,35
0,0.3449079359278959,0.6015252470970154,0.6005811623246493,[0.62       0.58116232],0.6006020452044112,[0.61887477 0.58232932],0.6005646630236794,[0.62112933 0.58      ],0.18559416830539704,0.754448413848877,0.7118890886666567,[0.82262211 0.60115607],0.7471495640509724,[0.76190476 0.73239437],0.7018293350859897,[0.89385475 0.50980392],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.5,0.001,1,True,focal,2,False,,Conv1d,,concatenation,64,36
0,0.31715716859873605,0.6205910444259644,0.6205741435467924,[0.61804223 0.62310606],0.6224353174661083,[0.65314402 0.59172662],0.6222604735883425,[0.58652095 0.658     ],0.2281056433916092,0.7046263217926025,0.6691632268039774,[0.77747989 0.56084656],0.6783090413556109,[0.74742268 0.6091954 ],0.6648318545295213,[0.81005587 0.51960784],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.5,0.001,12,True,focal,2,False,,Conv1d,,concatenation,64,36
0,0.5930546224117279,0.5710200071334839,0.5703636959370904,[0.55357143 0.58715596],0.5751080093054171,[0.60784314 0.54237288],0.5740983606557377,[0.50819672 0.64      ],0.25043041408061983,0.6975088715553284,0.6516037749609813,[0.77806789 0.52513966],0.6703908836261777,[0.73039216 0.61038961],0.6465932741811808,[0.83240223 0.46078431],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.5,0.001,123,True,focal,2,False,,Conv1d,,concatenation,64,36
0,0.39281679426922517,0.6177312135696411,0.6168607187715467,[0.5985986  0.63512284],0.6235410869968465,[0.66444444 0.58263773],0.6213132969034608,[0.54462659 0.698     ],0.17567340433597564,0.7971529960632324,0.7703491289698186,[0.84880637 0.69189189],0.7895825727151029,[0.80808081 0.77108434],0.7606528644977544,[0.89385475 0.62745098],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.5,0.0001,1,True,focal,2,False,,Conv1d,,concatenation,64,37
0,0.42808328393627615,0.5900858044624329,0.5897722725453818,[0.60111317 0.57843137],0.5898920314090446,[0.61247637 0.56730769],0.5900819672131148,[0.59016393 0.59      ],0.21523614525794982,0.7259786128997803,0.6897698759767725,[0.79575597 0.58378378],0.7040890836071558,[0.75757576 0.65060241],0.6837002957607624,[0.83798883 0.52941176],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.5,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,37
0,0.2710781307781444,0.6396568417549133,0.633769645113382,[0.58733624 0.68020305],0.6612064212486117,[0.73297003 0.58944282],0.6469908925318761,[0.48998179 0.804     ],0.23160189092159272,0.6405693888664246,0.5930747723851172,[0.73209549 0.45405405],0.6014968966776195,[0.6969697 0.5060241],0.591357213276372,[0.77094972 0.41176471],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.5,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,37
0,0.40856819293078256,0.5977120995521545,0.5946617587810863,[0.62982456 0.55949896],0.5962989234440923,[0.60744501 0.58515284],0.5949581056466302,[0.65391621 0.536     ],0.18302629590034486,0.7651245594024658,0.7216986794717888,[0.83163265 0.61176471],0.7649820491576913,[0.76525822 0.76470588],0.7102092233541462,[0.91061453 0.50980392],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.5,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,38
0,0.6105703132994035,0.5881792306900024,0.5862839614373356,[0.61428571 0.55828221],0.5867907729960651,[0.60245184 0.57112971],0.5862969034608378,[0.62659381 0.546     ],0.26576416492462157,0.7366548180580139,0.714053905390539,[0.79444444 0.63366337],0.7150276243093923,[0.79005525 0.64      ],0.7131668309782013,[0.79888268 0.62745098],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.5,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,38
0,0.45538441749180064,0.5967588424682617,0.5962833396263323,[0.61013825 0.58242843],0.5962930231881528,[0.61753731 0.57504873],0.5964571948998179,[0.60291439 0.59      ],0.1917043447494507,0.7295373678207397,0.7036852036852037,[0.79120879 0.61616162],0.7068975225225225,[0.77837838 0.63541667],0.7012542447146457,[0.80446927 0.59803922],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.5,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64,38
0,0.31223828126402464,0.6043851375579834,0.6028128407136568,[0.62780269 0.57782299],0.603183138365194,[0.61837456 0.58799172],0.6027613843351548,[0.63752277 0.568     ],0.18192858397960662,0.754448413848877,0.7204463860893637,[0.81794195 0.62295082],0.7393518518518518,[0.775     0.7037037],0.7123726585606309,[0.86592179 0.55882353],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.1,0.001,1,True,focal,2,False,,Conv1d,,concatenation,64,39
0,0.28465328321737404,0.6072450280189514,0.6061623363368617,[0.62681159 0.58551308],0.6062461246671773,[0.62342342 0.58906883],0.6061183970856101,[0.63023679 0.582     ],0.2113700717687607,0.6975088715553284,0.6516037749609813,[0.77806789 0.52513966],0.6703908836261777,[0.73039216 0.61038961],0.6465932741811808,[0.83240223 0.46078431],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.1,0.001,12,True,focal,2,False,,Conv1d,,concatenation,64,39
0,0.6301246408153983,0.5843660831451416,0.5814873649380692,[0.54677755 0.61619718],0.5935591697504073,[0.63680387 0.55031447],0.5895264116575591,[0.47905282 0.7       ],0.2611095368862152,0.6832740306854248,0.6701747444774151,[0.73590504 0.60444444],0.6688278275187816,[0.78481013 0.55284553],0.6797020484171322,[0.69273743 0.66666667],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.1,0.001,123,True,focal,2,False,,Conv1d,,concatenation,64,39
0,0.4506891527596642,0.5938989520072937,0.5924288966392809,[0.61690647 0.56795132],0.5926839608505289,[0.60923623 0.57613169],0.5923861566484517,[0.62477231 0.56      ],0.1867878958582878,0.7971529960632324,0.7554843141744905,[0.85642317 0.65454545],0.8184796854521625,[0.77981651 0.85714286],0.7395662175484718,[0.94972067 0.52941176],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.1,0.0001,1,True,focal,2,False,,Conv1d,,concatenation,64,40
0,0.4588192280601053,0.5853193402290344,0.5853178443779836,[0.58452722 0.58610847],0.5867207486935035,[0.61445783 0.55898367],0.5866885245901639,[0.55737705 0.616     ],0.3293530523777008,0.6939501762390137,0.6563033337125953,[0.77005348 0.54255319],0.6657423971377461,[0.73846154 0.59302326],0.6522346368715084,[0.80446927 0.5       ],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.1,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,40
0,0.4190719443209031,0.6244041919708252,0.6243874687372768,[0.621881   0.62689394],0.6262622761831103,[0.65720081 0.59532374],0.6260819672131148,[0.59016393 0.662     ],0.18410569429397583,0.7508896589279175,0.7122249531835205,[0.81770833 0.60674157],0.7381899871630295,[0.76585366 0.71052632],0.7032533683864608,[0.87709497 0.52941176],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.1,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,40
0,0.4794218610314762,0.5881792306900024,0.5868723334427306,[0.6101083  0.56363636],0.5870194589463693,[0.60465116 0.56938776],0.5868324225865209,[0.61566485 0.558     ],0.17737289667129516,0.7615658044815063,0.7315222816399287,[0.82133333 0.64171123],0.7457983193277311,[0.78571429 0.70588235],0.7242852448241867,[0.8603352  0.58823529],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.1,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,41
0,0.3891267233035144,0.5977120995521545,0.5977029669858304,[0.59578544 0.59962049],0.5993399700980928,[0.62828283 0.57039711],0.5992422586520947,[0.56648452 0.632     ],0.21398080587387086,0.7295373678207397,0.6993806306306305,[0.79459459 0.60416667],0.7070389761489237,[0.76963351 0.64444444],0.6949282506298609,[0.82122905 0.56862745],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.1,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,41
0,0.4249802424627192,0.586272656917572,0.5847749792052768,[0.60971223 0.55983773],0.5850163366445189,[0.60213144 0.56790123],0.5847431693989071,[0.61748634 0.552     ],0.19795191884040833,0.7010676264762878,0.6693747198565665,[0.77173913 0.56701031],0.6745744191396366,[0.75132275 0.59782609],0.6662558878299923,[0.79329609 0.53921569],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(256, 256)",0.1,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64,41
0,0.3957091394592734,0.6596758961677551,0.6592745915995287,[0.64758144 0.67096774],0.6645593869731801,[0.70689655 0.62222222],0.6627249544626594,[0.59744991 0.728     ],0.17089532315731049,0.7651245594024658,0.741468718634995,[0.81967213 0.66326531],0.7468141995676414,[0.80213904 0.69148936],0.7376218643882133,[0.83798883 0.6372549 ],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.5,0.001,1,True,focal,2,False,,Conv1d,,concatenation,64,42
0,0.5224095530369702,0.6196377873420715,0.6192377495462795,[0.63157895 0.60689655],0.6192538453147158,[0.64044944 0.59805825],0.6194754098360655,[0.62295082 0.616     ],0.29111751914024353,0.7402135133743286,0.7007891243782546,[0.80939948 0.59217877],0.7240578049401578,[0.75980392 0.68831169],0.6927648154233761,[0.86592179 0.51960784],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.5,0.001,12,True,focal,2,False,,Conv1d,,concatenation,64,42
0,0.7128264027483323,0.567206859588623,0.5671592685498237,[0.57169811 0.56262042],0.567852959791647,[0.59295499 0.54275093],0.5679562841530055,[0.55191257 0.584     ],0.2625504404306412,0.7259786128997803,0.6990890758639872,[0.7890411  0.60913706],0.7028862478777589,[0.77419355 0.63157895],0.696352283930332,[0.80446927 0.58823529],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.5,0.001,123,True,focal,2,False,,Conv1d,,concatenation,64,42
0,0.3490356329609366,0.605338454246521,0.6049474580464873,[0.61737523 0.59251969],0.6049874921826142,[0.62664165 0.58333333],0.6051894353369763,[0.60837887 0.602     ],0.17296359241008757,0.8007117509841919,0.7669155113165067,[0.8556701  0.67816092],0.8068514088250931,[0.79425837 0.81944444],0.7529028371124986,[0.9273743  0.57843137],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.5,0.0001,1,True,focal,2,False,,Conv1d,,concatenation,64,43
0,0.3611726191113977,0.6291706562042236,0.6288252346556276,[0.64014801 0.61750246],0.6288630182807114,[0.65037594 0.6073501 ],0.6291183970856102,[0.63023679 0.628     ],0.22354578971862793,0.6583629846572876,0.5951980792316927,[0.75510204 0.43529412],0.6194766639049987,[0.69483568 0.54411765],0.5947803702486582,[0.82681564 0.3627451 ],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.5,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,43
0,1.014813177725848,0.5929456949234009,0.5927976429112337,[0.60056127 0.58503401],0.593152900974262,[0.61730769 0.56899811],0.5933497267759562,[0.58469945 0.602     ],0.23834081888198852,0.754448413848877,0.7100103199174406,[0.82352941 0.59649123],0.7492821985233797,[0.75943396 0.73913043],0.6997206703910615,[0.89944134 0.5       ],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.5,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,43
0,0.37860123374882865,0.6320305466651917,0.6320274956560935,[0.63097514 0.63307985],0.6336223864928703,[0.6639839  0.60326087],0.6335464480874318,[0.6010929 0.666    ],0.1845657557249069,0.7473309636116028,0.7123433827876061,[0.81266491 0.61202186],0.730679012345679,[0.77       0.69135802],0.7046774016869317,[0.8603352  0.54901961],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.5,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,44
0,0.4485126593533684,0.5910391211509705,0.590787696924231,[0.60093023 0.58064516],0.5909730350638681,[0.61406844 0.56787763],0.5911712204007286,[0.58834244 0.594     ],0.2362610548734665,0.7188612222671509,0.6834367201426026,[0.78933333 0.57754011],0.6951980792316926,[0.75510204 0.63529412],0.6781137035819915,[0.82681564 0.52941176],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.5,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,44
0,0.3670310062520644,0.6358436942100525,0.6356685141543743,[0.62768031 0.64365672],0.6390996320241603,[0.67505241 0.60314685],0.6382604735883424,[0.58652095 0.69      ],0.18722944259643554,0.7117437720298767,0.6938133096573712,[0.76790831 0.61971831],0.6914149443561208,[0.78823529 0.59459459],0.6978310877423595,[0.74860335 0.64705882],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.5,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64,44
0,0.5781684640575858,0.5719733238220215,0.5682047163679402,[0.60854403 0.5278654 ],0.5700765300447167,[0.58361204 0.55654102],0.5688506375227687,[0.63570128 0.502     ],0.2203117847442627,0.7330960631370544,0.696137376184091,[0.80211082 0.59016393],0.7133333333333334,[0.76       0.66666667],0.6892868879395333,[0.84916201 0.52941176],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.1,0.001,1,True,focal,2,False,,Conv1d,,concatenation,64,45
0,0.2569174687652027,0.6196377873420715,0.6192377495462795,[0.63157895 0.60689655],0.6192538453147158,[0.64044944 0.59805825],0.6194754098360655,[0.62295082 0.616     ],0.2261216789484024,0.6725978851318359,0.6460181838098369,[0.74301676 0.54901961],0.6460181838098369,[0.74301676 0.54901961],0.6460181838098369,[0.74301676 0.54901961],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.1,0.001,12,True,focal,2,False,,Conv1d,,concatenation,64,45
0,0.4439021892407361,0.5872259140014648,0.586791843492579,[0.57339901 0.60018467],0.5909624629156575,[0.62446352 0.55746141],0.5900273224043716,[0.53005464 0.65      ],0.20341561436653138,0.6797152757644653,0.6704971857410882,[0.72560976 0.61538462],0.6720561317876754,[0.79865772 0.54545455],0.6853434111074598,[0.66480447 0.70588235],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.1,0.001,123,True,focal,2,False,,Conv1d,,concatenation,64,45
0,0.3729485553853652,0.631077229976654,0.6308141834838858,[0.62095984 0.64066852],0.6347652233939429,[0.67161017 0.59792028],0.6337067395264117,[0.57741348 0.69      ],0.18349847048521042,0.7651245594024658,0.7376061120543294,[0.82258065 0.65263158],0.748645784267546,[0.79274611 0.70454545],0.7312958703034287,[0.8547486  0.60784314],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.1,0.0001,1,True,focal,2,False,,Conv1d,,concatenation,64,46
0,0.6059450086425332,0.5710200071334839,0.5701571309934875,[0.58941606 0.5508982 ],0.5701471991376359,[0.5904936 0.5498008],0.5701712204007285,[0.58834244 0.552     ],0.358193439245224,0.6583629846572876,0.6029203956665097,[0.75129534 0.45454545],0.6205118161639901,[0.70048309 0.54054054],0.6011063643334429,[0.81005587 0.39215686],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.1,0.0001,12,True,focal,2,False,,Conv1d,,concatenation,64,46
0,0.4325125778422636,0.6015252470970154,0.6014814410877232,[0.5973025  0.60566038],0.6035805579900672,[0.63394683 0.57321429],0.6033315118397086,[0.56466302 0.642     ],0.18680569529533386,0.7366548180580139,0.6919954970968124,[0.80927835 0.57471264],0.7228203083466241,[0.75119617 0.69444444],0.6836455252492059,[0.87709497 0.49019608],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.1,0.0001,123,True,focal,2,False,,Conv1d,,concatenation,64,46
0,0.5363508638213662,0.5967588424682617,0.5958406085794621,[0.61510464 0.57657658],0.5958498815813444,[0.61454545 0.57715431],0.5958324225865209,[0.61566485 0.576     ],0.18361475467681884,0.7686832547187805,0.7471517366446558,[0.82093664 0.67336683],0.7502521290900941,[0.80978261 0.69072165],0.7446324898674553,[0.83240223 0.65686275],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.1,0.0005,1,True,focal,2,False,,Conv1d,,concatenation,64,47
0,0.5467450864174787,0.583412766456604,0.5834067167400501,[0.58181818 0.58499525],0.5849326255614536,[0.61290323 0.55696203],0.5848670309653916,[0.55373406 0.616     ],0.35029510259628294,0.7046263217926025,0.6933000197251626,[0.75223881 0.63436123],0.6918461538461538,[0.80769231 0.576     ],0.7048964837331582,[0.70391061 0.70588235],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.1,0.0005,12,True,focal,2,False,,Conv1d,,concatenation,64,47
0,0.3908947776345646,0.6139180064201355,0.6137776238385237,[0.62114125 0.60641399],0.6141267994765158,[0.63846154 0.58979206],0.614367941712204,[0.60473588 0.624     ],0.186386039853096,0.6975088715553284,0.6662474673373857,[0.76839237 0.56410256],0.6706989247311828,[0.75       0.59139785],0.6634625917406068,[0.7877095  0.53921569],35,15,4,gaussian_random_projection,17,,"['time_encoding', 'timeline_index']","['z_score', None]",True,384,2,True,"(10,)","(512, 512)",0.1,0.0005,123,True,focal,2,False,,Conv1d,,concatenation,64,47
